table,field,table_in_schema,field_in_schema,field_type,field_length
sp0007(业务与技术-研发费用与营业收入比例),f003Sp0007Crt,业务与技术-研发费用与营业收入比例,研发投入合计币种,varchar(50),50
sp0007(业务与技术-研发费用与营业收入比例),f004Sp0007Unit,业务与技术-研发费用与营业收入比例,营业收入原文单位,varchar(50),50
sp0007(业务与技术-研发费用与营业收入比例),f003Sp0007Org,业务与技术-研发费用与营业收入比例,研发投入合计原文,varchar(50),50
sp0007(业务与技术-研发费用与营业收入比例),createtime,业务与技术-研发费用与营业收入比例,set_default_none,,
sp0007(业务与技术-研发费用与营业收入比例),f004Sp0007Org,业务与技术-研发费用与营业收入比例,营业收入原文,varchar(50),50
sp0007(业务与技术-研发费用与营业收入比例),f004Sp0007,业务与技术-研发费用与营业收入比例,营业收入,varchar(50),50
sp0007(业务与技术-研发费用与营业收入比例),f004Sp0007Crt,业务与技术-研发费用与营业收入比例,营业收入币种,varchar(50),50
sp0007(业务与技术-研发费用与营业收入比例),f001Sp0007Org,业务与技术-研发费用与营业收入比例,费用化研发投入原文,varchar(50),50
sp0007(业务与技术-研发费用与营业收入比例),f001Sp0007Crt,业务与技术-研发费用与营业收入比例,费用化研发投入币种,varchar(50),50
sp0007(业务与技术-研发费用与营业收入比例),f001Sp0007Unit,业务与技术-研发费用与营业收入比例,费用化研发投入原文单位,varchar(50),50
sp0007(业务与技术-研发费用与营业收入比例),pageIndex,业务与技术-研发费用与营业收入比例,set_default_none,,
sp0007(业务与技术-研发费用与营业收入比例),f002Sp0007Crt,业务与技术-研发费用与营业收入比例,资本化研发投入币种,varchar(50),50
sp0007(业务与技术-研发费用与营业收入比例),f002Sp0007Org,业务与技术-研发费用与营业收入比例,资本化研发投入原文,varchar(50),50
sp0007(业务与技术-研发费用与营业收入比例),accountingYear,业务与技术-研发费用与营业收入比例,set_default_none,,
sp0007(业务与技术-研发费用与营业收入比例),f002Sp0007,业务与技术-研发费用与营业收入比例,资本化研发投入,varchar(50),50
sp0007(业务与技术-研发费用与营业收入比例),f003Sp0007Unit,业务与技术-研发费用与营业收入比例,研发投入合计原文单位,varchar(50),50
sp0007(业务与技术-研发费用与营业收入比例),dataYear,业务与技术-研发费用与营业收入比例,年度,varchar(50),50
sp0045(发行人基本情况-股东关系),reportType,发行人基本情况-股东关系,set_default_none,,
sp0045(发行人基本情况-股东关系),sourceUrl,发行人基本情况-股东关系,set_default_none,,
sp0045(发行人基本情况-股东关系),f002Sp0045,发行人基本情况-股东关系,股东名称,varchar(200),200
sp0045(发行人基本情况-股东关系),createtime,发行人基本情况-股东关系,set_default_none,,
sp0045(发行人基本情况-股东关系),contextref,发行人基本情况-股东关系,set_default_none,,
sp0045(发行人基本情况-股东关系),pageIndex,发行人基本情况-股东关系,set_default_none,,
sp0045(发行人基本情况-股东关系),accountingYear,发行人基本情况-股东关系,set_default_none,,
sp0045(发行人基本情况-股东关系),stamp,发行人基本情况-股东关系,set_default_none,,
sp0045(发行人基本情况-股东关系),f003Sp0045,发行人基本情况-股东关系,关联关系,varchar(1500),1500
sp0045(发行人基本情况-股东关系),uuid,发行人基本情况-股东关系,set_default_none,,
sp0045(发行人基本情况-股东关系),f001Sp0045,发行人基本情况-股东关系,本次发行前各股东间的关联关系情况说明（原文）,varchar(2048),2048
sp0045(发行人基本情况-股东关系),dataYear,发行人基本情况-股东关系,年度,varchar(50),50
sp0063(公司治理与独立性-同业竞争),reportType,公司治理与独立性-同业竞争,set_default_none,,
sp0063(公司治理与独立性-同业竞争),sourceUrl,公司治理与独立性-同业竞争,set_default_none,,
sp0063(公司治理与独立性-同业竞争),f001Sp0063,公司治理与独立性-同业竞争,标题,varchar(200),200
sp0063(公司治理与独立性-同业竞争),createtime,公司治理与独立性-同业竞争,set_default_none,,
sp0063(公司治理与独立性-同业竞争),contextref,公司治理与独立性-同业竞争,set_default_none,,
sp0063(公司治理与独立性-同业竞争),pageIndex,公司治理与独立性-同业竞争,set_default_none,,
sp0063(公司治理与独立性-同业竞争),accountingYear,公司治理与独立性-同业竞争,set_default_none,,
sp0063(公司治理与独立性-同业竞争),stamp,公司治理与独立性-同业竞争,set_default_none,,
sp0063(公司治理与独立性-同业竞争),f002Sp0063,公司治理与独立性-同业竞争,标题里的内容（原文）,varchar(2048),2048
sp0063(公司治理与独立性-同业竞争),uuid,公司治理与独立性-同业竞争,set_default_none,,
sp0063(公司治理与独立性-同业竞争),dataYear,公司治理与独立性-同业竞争,年度,varchar(50),50
sp0071(财务会计信息-营业收入分区域分析),f002Sp0071Crt,财务会计信息-营业收入分区域分析,收入金额币种,varchar(50),50
sp0071(财务会计信息-营业收入分区域分析),createtime,财务会计信息-营业收入分区域分析,set_default_none,,
sp0071(财务会计信息-营业收入分区域分析),f002Sp0071Org,财务会计信息-营业收入分区域分析,收入金额原文,varchar(50),50
sp0071(财务会计信息-营业收入分区域分析),f002Sp0071Unit,财务会计信息-营业收入分区域分析,收入金额原文单位,varchar(50),50
sp0071(财务会计信息-营业收入分区域分析),f001Sp0071,财务会计信息-营业收入分区域分析,项目(区域名称/类型),varchar(100),100
sp0071(财务会计信息-营业收入分区域分析),stamp,财务会计信息-营业收入分区域分析,set_default_none,,
sp0071(财务会计信息-营业收入分区域分析),f002Sp0071,财务会计信息-营业收入分区域分析,收入金额,varchar(50),50
sp0071(财务会计信息-营业收入分区域分析),f003Sp0071Org,财务会计信息-营业收入分区域分析,占收入比例原文,varchar(50),50
sp0071(财务会计信息-营业收入分区域分析),uuid,财务会计信息-营业收入分区域分析,set_default_none,,
sp0071(财务会计信息-营业收入分区域分析),reportType,财务会计信息-营业收入分区域分析,set_default_none,,
sp0071(财务会计信息-营业收入分区域分析),sourceUrl,财务会计信息-营业收入分区域分析,set_default_none,,
sp0071(财务会计信息-营业收入分区域分析),contextref,财务会计信息-营业收入分区域分析,set_default_none,,
sp0071(财务会计信息-营业收入分区域分析),pageIndex,财务会计信息-营业收入分区域分析,set_default_none,,
sp0071(财务会计信息-营业收入分区域分析),f003Sp0071,财务会计信息-营业收入分区域分析,占收入比例,varchar(50),50
sp0071(财务会计信息-营业收入分区域分析),accountingYear,财务会计信息-营业收入分区域分析,set_default_none,,
sp0071(财务会计信息-营业收入分区域分析),dataYear,财务会计信息-营业收入分区域分析,年度,varchar(50),50
sp0072(财务会计信息-营业收入季节性分析),createtime,财务会计信息-营业收入季节性分析,set_default_none,,
sp0072(财务会计信息-营业收入季节性分析),f002Sp0072Crt,财务会计信息-营业收入季节性分析,收入金额币种,varchar(50),50
sp0072(财务会计信息-营业收入季节性分析),f002Sp0072Org,财务会计信息-营业收入季节性分析,收入金额原文,varchar(50),50
sp0072(财务会计信息-营业收入季节性分析),f001Sp0072,财务会计信息-营业收入季节性分析,项目(季节名称/类型),varchar(50),50
sp0072(财务会计信息-营业收入季节性分析),stamp,财务会计信息-营业收入季节性分析,set_default_none,,
sp0072(财务会计信息-营业收入季节性分析),uuid,财务会计信息-营业收入季节性分析,set_default_none,,
sp0072(财务会计信息-营业收入季节性分析),f002Sp0072,财务会计信息-营业收入季节性分析,收入金额,varchar(50),50
sp0072(财务会计信息-营业收入季节性分析),reportType,财务会计信息-营业收入季节性分析,set_default_none,,
sp0072(财务会计信息-营业收入季节性分析),sourceUrl,财务会计信息-营业收入季节性分析,set_default_none,,
sp0072(财务会计信息-营业收入季节性分析),f003Sp0072Org,财务会计信息-营业收入季节性分析,占收入比例原文,varchar(50),50
sp0072(财务会计信息-营业收入季节性分析),f003Sp0072,财务会计信息-营业收入季节性分析,占收入比例,varchar(50),50
sp0072(财务会计信息-营业收入季节性分析),contextref,财务会计信息-营业收入季节性分析,set_default_none,,
sp0072(财务会计信息-营业收入季节性分析),pageIndex,财务会计信息-营业收入季节性分析,set_default_none,,
sp0072(财务会计信息-营业收入季节性分析),accountingYear,财务会计信息-营业收入季节性分析,set_default_none,,
sp0072(财务会计信息-营业收入季节性分析),f002Sp0072Unit,财务会计信息-营业收入季节性分析,收入金额原文单位,varchar(50),50
sp0072(财务会计信息-营业收入季节性分析),dataYear,财务会计信息-营业收入季节性分析,年度,varchar(50),50
sp0080(其他重要事项-对外担保情况),reportType,其他重要事项-对外担保情况,set_default_none,,
sp0080(其他重要事项-对外担保情况),sourceUrl,其他重要事项-对外担保情况,set_default_none,,
sp0080(其他重要事项-对外担保情况),createtime,其他重要事项-对外担保情况,set_default_none,,
sp0080(其他重要事项-对外担保情况),f001Sp0080,其他重要事项-对外担保情况,发行人是否存在对外担保,varchar(50),50
sp0080(其他重要事项-对外担保情况),contextref,其他重要事项-对外担保情况,set_default_none,,
sp0080(其他重要事项-对外担保情况),pageIndex,其他重要事项-对外担保情况,set_default_none,,
sp0080(其他重要事项-对外担保情况),accountingYear,其他重要事项-对外担保情况,set_default_none,,
sp0080(其他重要事项-对外担保情况),stamp,其他重要事项-对外担保情况,set_default_none,,
sp0080(其他重要事项-对外担保情况),f002Sp0080,其他重要事项-对外担保情况,对外担保情况（原文）,varchar(2000),2000
sp0080(其他重要事项-对外担保情况),uuid,其他重要事项-对外担保情况,set_default_none,,
sp0080(其他重要事项-对外担保情况),dataYear,其他重要事项-对外担保情况,年度,varchar(50),50
sp0077(财务会计信息-研发费用率与同行业公司对比),reportType,财务会计信息-研发费用率与同行业公司对比,set_default_none,,
sp0077(财务会计信息-研发费用率与同行业公司对比),sourceUrl,财务会计信息-研发费用率与同行业公司对比,set_default_none,,
sp0077(财务会计信息-研发费用率与同行业公司对比),createtime,财务会计信息-研发费用率与同行业公司对比,set_default_none,,
sp0077(财务会计信息-研发费用率与同行业公司对比),f002Sp0077,财务会计信息-研发费用率与同行业公司对比,研发费用率,varchar(50),50
sp0077(财务会计信息-研发费用率与同行业公司对比),contextref,财务会计信息-研发费用率与同行业公司对比,set_default_none,,
sp0077(财务会计信息-研发费用率与同行业公司对比),pageIndex,财务会计信息-研发费用率与同行业公司对比,set_default_none,,
sp0077(财务会计信息-研发费用率与同行业公司对比),accountingYear,财务会计信息-研发费用率与同行业公司对比,set_default_none,,
sp0077(财务会计信息-研发费用率与同行业公司对比),stamp,财务会计信息-研发费用率与同行业公司对比,set_default_none,,
sp0077(财务会计信息-研发费用率与同行业公司对比),f001Sp0077,财务会计信息-研发费用率与同行业公司对比,项目名称,varchar(50),50
sp0077(财务会计信息-研发费用率与同行业公司对比),uuid,财务会计信息-研发费用率与同行业公司对比,set_default_none,,
sp0077(财务会计信息-研发费用率与同行业公司对比),f002Sp0077Org,财务会计信息-研发费用率与同行业公司对比,研发费用率原文,varchar(50),50
sp0077(财务会计信息-研发费用率与同行业公司对比),dataYear,财务会计信息-研发费用率与同行业公司对比,年度,varchar(50),50
sp0075(财务会计信息-毛利率及收入占比),createtime,财务会计信息-毛利率及收入占比,set_default_none,,
sp0075(财务会计信息-毛利率及收入占比),f001Sp0075,财务会计信息-毛利率及收入占比,项目名称(产品/类型),varchar(100),100
sp0075(财务会计信息-毛利率及收入占比),stamp,财务会计信息-毛利率及收入占比,set_default_none,,
sp0075(财务会计信息-毛利率及收入占比),uuid,财务会计信息-毛利率及收入占比,set_default_none,,
sp0075(财务会计信息-毛利率及收入占比),f002Sp0075,财务会计信息-毛利率及收入占比,项目毛利率,varchar(50),50
sp0075(财务会计信息-毛利率及收入占比),reportType,财务会计信息-毛利率及收入占比,set_default_none,,
sp0075(财务会计信息-毛利率及收入占比),sourceUrl,财务会计信息-毛利率及收入占比,set_default_none,,
sp0075(财务会计信息-毛利率及收入占比),f003Sp0075Org,财务会计信息-毛利率及收入占比,收入占比原文,varchar(50),50
sp0075(财务会计信息-毛利率及收入占比),contextref,财务会计信息-毛利率及收入占比,set_default_none,,
sp0075(财务会计信息-毛利率及收入占比),pageIndex,财务会计信息-毛利率及收入占比,set_default_none,,
sp0075(财务会计信息-毛利率及收入占比),accountingYear,财务会计信息-毛利率及收入占比,set_default_none,,
sp0075(财务会计信息-毛利率及收入占比),f002Sp0075Org,财务会计信息-毛利率及收入占比,项目毛利率原文,varchar(50),50
sp0075(财务会计信息-毛利率及收入占比),f003Sp0075,财务会计信息-毛利率及收入占比,收入占比,varchar(50),50
sp0075(财务会计信息-毛利率及收入占比),dataYear,财务会计信息-毛利率及收入占比,年度,varchar(50),50
sp0078(财务会计信息-股份支付概况),reportType,财务会计信息-股份支付概况,set_default_none,,
sp0078(财务会计信息-股份支付概况),sourceUrl,财务会计信息-股份支付概况,set_default_none,,
sp0078(财务会计信息-股份支付概况),f001Sp0078Crt,财务会计信息-股份支付概况,股份支付金额币种,varchar(50),50
sp0078(财务会计信息-股份支付概况),createtime,财务会计信息-股份支付概况,set_default_none,,
sp0078(财务会计信息-股份支付概况),contextref,财务会计信息-股份支付概况,set_default_none,,
sp0078(财务会计信息-股份支付概况),pageIndex,财务会计信息-股份支付概况,set_default_none,,
sp0078(财务会计信息-股份支付概况),f001Sp0078Org,财务会计信息-股份支付概况,股份支付金额原文,varchar(50),50
sp0078(财务会计信息-股份支付概况),accountingYear,财务会计信息-股份支付概况,set_default_none,,
sp0078(财务会计信息-股份支付概况),stamp,财务会计信息-股份支付概况,set_default_none,,
sp0078(财务会计信息-股份支付概况),uuid,财务会计信息-股份支付概况,set_default_none,,
sp0078(财务会计信息-股份支付概况),f001Sp0078,财务会计信息-股份支付概况,股份支付金额,varchar(50),50
sp0078(财务会计信息-股份支付概况),f001Sp0078Unit,财务会计信息-股份支付概况,股份支付金额原文单位,varchar(50),50
sp0078(财务会计信息-股份支付概况),dataYear,财务会计信息-股份支付概况,年度,varchar(50),50
sp0004(发行人基本情况-基本情况),f004Sp0004Org,发行人基本情况-基本情况,实收资本原文,varchar(50),50
sp0004(发行人基本情况-基本情况),f004Sp0004Crt,发行人基本情况-基本情况,实收资本币种,varchar(50),50
sp0004(发行人基本情况-基本情况),f008Sp0004,发行人基本情况-基本情况,住所,varchar(200),200
sp0004(发行人基本情况-基本情况),f018Sp0004,发行人基本情况-基本情况,控股股东,varchar(100),100
sp0004(发行人基本情况-基本情况),f001Sp0004,发行人基本情况-基本情况,注册中文名称,varchar(50),50
sp0004(发行人基本情况-基本情况),stamp,发行人基本情况-基本情况,set_default_none,,
sp0004(发行人基本情况-基本情况),uuid,发行人基本情况-基本情况,set_default_none,,
sp0004(发行人基本情况-基本情况),f005Sp0004,发行人基本情况-基本情况,法定代表人,varchar(50),50
sp0004(发行人基本情况-基本情况),f021Sp0004,发行人基本情况-基本情况,营业范围,varchar(1200),1200
sp0004(发行人基本情况-基本情况),f011Sp0004,发行人基本情况-基本情况,传真号码,varchar(50),50
sp0004(发行人基本情况-基本情况),reportType,发行人基本情况-基本情况,set_default_none,,
sp0004(发行人基本情况-基本情况),sourceUrl,发行人基本情况-基本情况,set_default_none,,
sp0004(发行人基本情况-基本情况),f015Sp0004,发行人基本情况-基本情况,负责信息披露和投资者关系的负责人,varchar(50),50
sp0004(发行人基本情况-基本情况),f006Sp0004,发行人基本情况-基本情况,成立日期/有限公司成立日期,varchar(50),50
sp0004(发行人基本情况-基本情况),contextref,发行人基本情况-基本情况,set_default_none,,
sp0004(发行人基本情况-基本情况),f010Sp0004,发行人基本情况-基本情况,电话号码,varchar(50),50
sp0004(发行人基本情况-基本情况),f016Sp0004,发行人基本情况-基本情况,负责信息披露和投资者关系的负责人电话号码,varchar(50),50
sp0004(发行人基本情况-基本情况),f003Sp0004,发行人基本情况-基本情况,注册资本,varchar(50),50
sp0004(发行人基本情况-基本情况),f013Sp0004,发行人基本情况-基本情况,电子信箱,varchar(50),50
sp0004(发行人基本情况-基本情况),f023Sp0004,发行人基本情况-基本情况,统一社会信用代码,varchar(50),50
sp0004(发行人基本情况-基本情况),f012Sp0004,发行人基本情况-基本情况,互联网网址,varchar(50),50
sp0004(发行人基本情况-基本情况),createtime,发行人基本情况-基本情况,set_default_none,,
sp0004(发行人基本情况-基本情况),f009Sp0004,发行人基本情况-基本情况,邮政编码,varchar(50),50
sp0004(发行人基本情况-基本情况),f019Sp0004,发行人基本情况-基本情况,实际控制人,varchar(100),100
sp0004(发行人基本情况-基本情况),f022Sp0004,发行人基本情况-基本情况,在其他交易所（申请）挂牌或上市的情况,varchar(300),300
sp0004(发行人基本情况-基本情况),f002Sp0004,发行人基本情况-基本情况,注册英文名称,varchar(100),100
sp0004(发行人基本情况-基本情况),f020Sp0004,发行人基本情况-基本情况,行业分类,varchar(500),500
sp0004(发行人基本情况-基本情况),f003Sp0004Unit,发行人基本情况-基本情况,注册资本原文单位,varchar(50),50
sp0004(发行人基本情况-基本情况),pageIndex,发行人基本情况-基本情况,set_default_none,,
sp0004(发行人基本情况-基本情况),f014Sp0004,发行人基本情况-基本情况,负责信息披露和投资者关系的部门,varchar(100),100
sp0004(发行人基本情况-基本情况),f004Sp0004Unit,发行人基本情况-基本情况,实收资本原文单位,varchar(50),50
sp0004(发行人基本情况-基本情况),accountingYear,发行人基本情况-基本情况,set_default_none,,
sp0004(发行人基本情况-基本情况),f004Sp0004,发行人基本情况-基本情况,实收资本,varchar(50),50
sp0004(发行人基本情况-基本情况),f007Sp0004,发行人基本情况-基本情况,股份公司成立日期,varchar(50),50
sp0004(发行人基本情况-基本情况),f017Sp0004,发行人基本情况-基本情况,主要生产经营地址,varchar(100),100
sp0004(发行人基本情况-基本情况),f003Sp0004Crt,发行人基本情况-基本情况,注册资本币种,varchar(50),50
sp0004(发行人基本情况-基本情况),f003Sp0004Org,发行人基本情况-基本情况,注册资本原文,varchar(50),50
sp0004(发行人基本情况-基本情况),dataYear,发行人基本情况-基本情况,年度,varchar(50),50
sp0014(本次发行概况-其他相关机构),createtime,本次发行概况-其他相关机构,set_default_none,,
sp0014(本次发行概况-其他相关机构),f008Sp0014,本次发行概况-其他相关机构,项目经办人,varchar(50),50
sp0014(本次发行概况-其他相关机构),f002Sp0014,本次发行概况-其他相关机构,名称,varchar(50),50
sp0014(本次发行概况-其他相关机构),stamp,本次发行概况-其他相关机构,set_default_none,,
sp0014(本次发行概况-其他相关机构),uuid,本次发行概况-其他相关机构,set_default_none,,
sp0014(本次发行概况-其他相关机构),f001Sp0014,本次发行概况-其他相关机构,机构类别,varchar(50),50
sp0014(本次发行概况-其他相关机构),reportType,本次发行概况-其他相关机构,set_default_none,,
sp0014(本次发行概况-其他相关机构),sourceUrl,本次发行概况-其他相关机构,set_default_none,,
sp0014(本次发行概况-其他相关机构),f005Sp0014,本次发行概况-其他相关机构,住所,varchar(100),100
sp0014(本次发行概况-其他相关机构),f006Sp0014,本次发行概况-其他相关机构,联系电话,varchar(50),50
sp0014(本次发行概况-其他相关机构),contextref,本次发行概况-其他相关机构,set_default_none,,
sp0014(本次发行概况-其他相关机构),pageIndex,本次发行概况-其他相关机构,set_default_none,,
sp0014(本次发行概况-其他相关机构),accountingYear,本次发行概况-其他相关机构,set_default_none,,
sp0014(本次发行概况-其他相关机构),f004Sp0014,本次发行概况-其他相关机构,负责人,varchar(50),50
sp0014(本次发行概况-其他相关机构),f007Sp0014,本次发行概况-其他相关机构,传真,varchar(50),50
sp0014(本次发行概况-其他相关机构),f003Sp0014,本次发行概况-其他相关机构,法定代表人,varchar(50),50
sp0014(本次发行概况-其他相关机构),dataYear,本次发行概况-其他相关机构,年度,varchar(50),50
sp0073(财务会计信息-营业成本构成情况),f001Sp0073,财务会计信息-营业成本构成情况,项目名称(区分主营业务与其他),varchar(50),50
sp0073(财务会计信息-营业成本构成情况),createtime,财务会计信息-营业成本构成情况,set_default_none,,
sp0073(财务会计信息-营业成本构成情况),f002Sp0073Crt,财务会计信息-营业成本构成情况,成本金额币种,varchar(50),50
sp0073(财务会计信息-营业成本构成情况),stamp,财务会计信息-营业成本构成情况,set_default_none,,
sp0073(财务会计信息-营业成本构成情况),uuid,财务会计信息-营业成本构成情况,set_default_none,,
sp0073(财务会计信息-营业成本构成情况),f002Sp0073,财务会计信息-营业成本构成情况,成本金额,varchar(50),50
sp0073(财务会计信息-营业成本构成情况),reportType,财务会计信息-营业成本构成情况,set_default_none,,
sp0073(财务会计信息-营业成本构成情况),sourceUrl,财务会计信息-营业成本构成情况,set_default_none,,
sp0073(财务会计信息-营业成本构成情况),f003Sp0073Org,财务会计信息-营业成本构成情况,占营业成本比原文,varchar(50),50
sp0073(财务会计信息-营业成本构成情况),contextref,财务会计信息-营业成本构成情况,set_default_none,,
sp0073(财务会计信息-营业成本构成情况),pageIndex,财务会计信息-营业成本构成情况,set_default_none,,
sp0073(财务会计信息-营业成本构成情况),f002Sp0073Unit,财务会计信息-营业成本构成情况,成本金额原文单位,varchar(50),50
sp0073(财务会计信息-营业成本构成情况),f003Sp0073,财务会计信息-营业成本构成情况,占营业成本比,varchar(50),50
sp0073(财务会计信息-营业成本构成情况),accountingYear,财务会计信息-营业成本构成情况,set_default_none,,
sp0073(财务会计信息-营业成本构成情况),f002Sp0073Org,财务会计信息-营业成本构成情况,成本金额原文,varchar(50),50
sp0073(财务会计信息-营业成本构成情况),dataYear,财务会计信息-营业成本构成情况,年度,varchar(50),50
sp0048(发行人基本情况-高级管理人员),createtime,发行人基本情况-高级管理人员,set_default_none,,
sp0048(发行人基本情况-高级管理人员),f002Sp0048,发行人基本情况-高级管理人员,职务,varchar(100),100
sp0048(发行人基本情况-高级管理人员),f001Sp0048,发行人基本情况-高级管理人员,高管姓名,varchar(50),50
sp0048(发行人基本情况-高级管理人员),stamp,发行人基本情况-高级管理人员,set_default_none,,
sp0048(发行人基本情况-高级管理人员),uuid,发行人基本情况-高级管理人员,set_default_none,,
sp0048(发行人基本情况-高级管理人员),f005Sp0048,发行人基本情况-高级管理人员,简历,varchar(1500),1500
sp0048(发行人基本情况-高级管理人员),reportType,发行人基本情况-高级管理人员,set_default_none,,
sp0048(发行人基本情况-高级管理人员),sourceUrl,发行人基本情况-高级管理人员,set_default_none,,
sp0048(发行人基本情况-高级管理人员),contextref,发行人基本情况-高级管理人员,set_default_none,,
sp0048(发行人基本情况-高级管理人员),pageIndex,发行人基本情况-高级管理人员,set_default_none,,
sp0048(发行人基本情况-高级管理人员),accountingYear,发行人基本情况-高级管理人员,set_default_none,,
sp0048(发行人基本情况-高级管理人员),f004Sp0048,发行人基本情况-高级管理人员,任期,varchar(200),200
sp0048(发行人基本情况-高级管理人员),f003Sp0048,发行人基本情况-高级管理人员,提名人/推荐人,varchar(50),50
sp0048(发行人基本情况-高级管理人员),dataYear,发行人基本情况-高级管理人员,年度,varchar(50),50
n_profit_merge(IPO利润表（合并）),prme00300n,IPO利润表（合并）,手续费及佣金收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00530n,IPO利润表（合并）,风险管理业务收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00760n,IPO利润表（合并）,保单红利支出,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00990n,IPO利润表（合并）,资产处置损失,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00720n,IPO利润表（合并）,提取担保赔偿准备金,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00150n,IPO利润表（合并）,利息收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00380n,IPO利润表（合并）,其他代理业务收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00910n,IPO利润表（合并）,其他资产减值损失,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00110n,IPO利润表（合并）,自有资产管理收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00340n,IPO利润表（合并）,资产管理业务手续费净收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00570n,IPO利润表（合并）,投资管理业务成本,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00950n,IPO利润表（合并）,产品销售收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01620n,IPO利润表（合并）,金融资产重分类计入其他综合收益的金额,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00080n,IPO利润表（合并）,手续费收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01200n,IPO利润表（合并）,所得税费用,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01010n,IPO利润表（合并）,非流动资产处置收益,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01240n,IPO利润表（合并）,按经营持续性分类：,tinyint(1),3
n_profit_merge(IPO利润表（合并）),prme01430n,IPO利润表（合并）,以公允价值计量且其变动计入其他综合收益的金融资产公允价值变动损益,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01050n,IPO利润表（合并）,汇兑净损失,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01280n,IPO利润表（合并）,少数股东损益,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01660n,IPO利润表（合并）,其他债权投资公允价值变动,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01470n,IPO利润表（合并）,母公司外币财务报表折算差额,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01090n,IPO利润表（合并）,非流动资产处置利得,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00650n,IPO利润表（合并）,保险业务手续费及佣金支出,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00420n,IPO利润表（合并）,信用管理收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00840n,IPO利润表（合并）,提取担保赔偿准备、未到期责任准备,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00610n,IPO利润表（合并）,产品销售成本,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00800n,IPO利润表（合并）,摊回分保费用,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00040n,IPO利润表（合并）,营业收入中其他业务收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00270n,IPO利润表（合并）,监管费收入,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00000n,IPO利润表（合并）,横表名称,varchar(100),100
n_profit_merge(IPO利润表（合并）),prme00230n,IPO利润表（合并）,分出担保费,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00690n,IPO利润表（合并）,赔付支出净额,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00460n,IPO利润表（合并）,金融业务投资收益,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00880n,IPO利润表（合并）,资产减值损失,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01500n,IPO利润表（合并）,权益法下在被投资单位以后将重分类进损益的其他综合收益中享有的份额,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01730n,IPO利润表（合并）,每股收益：,tinyint(1),3
n_profit_merge(IPO利润表（合并）),prme01310n,IPO利润表（合并）,归属于母公司所有者的净利润,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01120n,IPO利润表（合并）,非货币性资产交换利得,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01350n,IPO利润表（合并）,归属于母公司其他权益工具持有者的净利润,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01580n,IPO利润表（合并）,外币财务报表折算差额,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01160n,IPO利润表（合并）,债务重组损失,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01390n,IPO利润表（合并）,以后不能重分类进损益的其他综合收益,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme01540n,IPO利润表（合并）,处置可供出售金融资产其他综合收益转出的份额,"decimal(19,4)",21
n_profit_merge(IPO利润表（合并）),prme00540n,IPO利润表（合并）,营业总成本,"decimal(19,4)",21
